ID,Source URL,Title,Topic,Content
64,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Preventing Eye Problems,"Preventing Eye Problems Preventing Eye Problems Long-haired breeds can get eye damage if their locks aren’t tamed. Carefully trim the hair around your dog’s eyes to keep his vision clear and prevent hairs from poking and scratching. Soaps and topical medications can be major irritants, so sure to protect your dog’s eyes before bathing him or applying ointments or flea-control formulas. Long-haired breeds can get eye damage if their locks aren’t tamed. Carefully trim the hair around your dog’s eyes to keep his vision clear and prevent hairs from poking and scratching. Soaps and topical medications can be major irritants, so sure to protect your dog’s eyes before bathing him or applying ointments or flea-control formulas. It’s much safer to drive with the windows only partially down and your dog’s head inside the vehicle to prevent pain or long-last injury from road debris or an insect getting in her eyes. The wind can also dry out your dog’s eyes, possibly causing irritation and infection. It’s much safer to drive with the windows only partially down and your dog’s head inside the vehicle to prevent pain or long-last injury from road debris or an insect getting in her eyes. The wind can also dry out your dog’s eyes, possibly causing irritation and infection. Consider doing a little research to find out if your dog’s breed is predisposed toward eye conditions, such as glaucoma or progressive retinal atrophy. Your pet should have his eyes checked on annual vet visits, but knowing about possible inherited problems will help you take important precautions. Consider doing a little research to find out if your dog’s breed is predisposed toward eye conditions, such as glaucoma or progressive retinal atrophy. Your pet should have his eyes checked on annual vet visits, but knowing about possible inherited problems will help you take important precautions."
65,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Ear Care,"Ear Care Ear Care Your dog’s regular grooming routine should include regular ear checks. This is especially important for dogs who produce excessive earwax or have a lot of inner-ear hair. Don’t clean your dog’s ears so frequently or deeply as to cause irritation, and take care to never insert anything into your dog’s ear canal—probing inside can cause trauma or infection! Your dog’s regular grooming routine should include regular ear checks. This is especially important for dogs who produce excessive earwax or have a lot of inner-ear hair. Don’t clean your dog’s ears so frequently or deeply as to cause irritation, and take care to never insert anything into your dog’s ear canal—probing inside can cause trauma or infection! Expand to read more Expand to read more If your dog’s inner ears appear dirty, clean them with a cotton ball or piece of gauze dampened with mineral oil, hydrogen peroxide or a liquid ear cleaner specially formulated for this purpose. If your dog’s inner ears appear dirty, clean them with a cotton ball or piece of gauze dampened with mineral oil, hydrogen peroxide or a liquid ear cleaner specially formulated for this purpose. Fold your pet’s ear back gently and wipe away any debris or earwax that you can see on the underside of his or her ear. Fold your pet’s ear back gently and wipe away any debris or earwax that you can see on the underside of his or her ear. Be sure to lift away the dirt and wax rather than rubbing it into the ear. Be sure to lift away the dirt and wax rather than rubbing it into the ear. Inner-ear skin is delicate, so allow your vet to demonstrate the proper method for cleaning your dog’s ears check out this video. Inner-ear skin is delicate, so allow your vet to demonstrate the proper method for cleaning your dog’s ears check out this video.   <!--/*--><![CDATA[/* ><!--*/ .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; } /*--><!]]>*/ <!--/*--><![CDATA[/* ><!--*/ .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; } /*--><!]]>*/  "
66,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Recognizing an Ear Infection,"Recognizing an Ear Infection Recognizing an Ear Infection Because a dog’s ear canals plunge downward and then horizontally from the ear opening, it is difficult for caught debris or water to be released, making canines especially susceptible to ear infections. Check your dog’s ears regularly for discharge, odor, swelling and other signs of infection. If your dog is showing any of the symptoms described below, see your veterinarian as soon as possible. Because a dog’s ear canals plunge downward and then horizontally from the ear opening, it is difficult for caught debris or water to be released, making canines especially susceptible to ear infections. Check your dog’s ears regularly for discharge, odor, swelling and other signs of infection. If your dog is showing any of the symptoms described below, see your veterinarian as soon as possible. Ear scratching Ear scratching Brown, yellow or bloody discharge Brown, yellow or bloody discharge Odor in the ear Odor in the ear Redness Redness Swelling Swelling Crusted or scabby skin on the near ear flap Crusted or scabby skin on the near ear flap Hair loss around the ear Hair loss around the ear Wiping the ear area on the floor or furniture Wiping the ear area on the floor or furniture Head shaking or head tilt Head shaking or head tilt Loss of balance Loss of balance Unusual eye movements Unusual eye movements Walking in circles Walking in circles Hearing loss Hearing loss"
67,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Ear Care for Dogs Who Swim,"Ear Care for Dogs Who Swim Ear Care for Dogs Who Swim Frequent bathing or swimming can lead to ear irritation and infection. To prevent this from happening, place cotton in your dog’s ears before baths and be sure to dry his or her ears thoroughly after water sports and activities. Frequent bathing or swimming can lead to ear irritation and infection. To prevent this from happening, place cotton in your dog’s ears before baths and be sure to dry his or her ears thoroughly after water sports and activities. If your dog is prone to ear infections, as your veterinarian to recommend an ear drying solution made for dogs to help evaporate any water trapped inside the ear canal. These ear washes, usually witch hazel-based, are available at better pet supply stores. If your dog is prone to ear infections, as your veterinarian to recommend an ear drying solution made for dogs to help evaporate any water trapped inside the ear canal. These ear washes, usually witch hazel-based, are available at better pet supply stores."
68,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Signs of Ear Problems,"Signs of Ear Problems Signs of Ear Problems Because of the twisty, curvy design a dog’s inner ears, it’s easy for parasites, bacteria and yeast to hide in them and infections can often arise as a result of this trapped debris. Dogs with allergies are particularly vulnerable to complications, as are those with floppy ears, like Cocker spaniels, Basset Hounds and Poodles. Brown or black ear wax—and dry, dark wax resembling coffee grounds—are classic indicators of microscopic ear mites. Only your vet can tell for sure, so please don’t delay bringing your pooch in for a checkup. Because of the twisty, curvy design a dog’s inner ears, it’s easy for parasites, bacteria and yeast to hide in them and infections can often arise as a result of this trapped debris. Dogs with allergies are particularly vulnerable to complications, as are those with floppy ears, like Cocker spaniels, Basset Hounds and Poodles. Brown or black ear wax—and dry, dark wax resembling coffee grounds—are classic indicators of microscopic ear mites. Only your vet can tell for sure, so please don’t delay bringing your pooch in for a checkup. Contact your veterinarian if you notice any of the following symptoms affecting your dog’s ears. Contact your veterinarian if you notice any of the following symptoms affecting your dog’s ears. Ear discharge Ear discharge Bad smells Bad smells Redness Redness Swelling Swelling Crusty skin Crusty skin Hair loss Hair loss"
69,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Nail Care,"Nail Care Nail Care As a rule of thumb, a dog’s nails should be trimmed when they just about touch the ground when he or she walks. If your pet’s nails are clicking or getting snagged on the floor, it’s time for a trim. For leisurely living dogs, this might mean weekly pedicures, while urban pooches who stalk rough city sidewalks can go longer between clippings. As a rule of thumb, a dog’s nails should be trimmed when they just about touch the ground when he or she walks. If your pet’s nails are clicking or getting snagged on the floor, it’s time for a trim. For leisurely living dogs, this might mean weekly pedicures, while urban pooches who stalk rough city sidewalks can go longer between clippings. Expand to read more Expand to read more"
70,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Finding Nail Clippers for Your Dog,"Finding Nail Clippers for Your Dog Finding Nail Clippers for Your Dog There are two basic styles of nail clippers for dogs: a scissors type and a guillotine type. They both work equally well, so choose the design that you’re most comfortable with. There are two basic styles of nail clippers for dogs: a scissors type and a guillotine type. They both work equally well, so choose the design that you’re most comfortable with. If your dog finds both kinds of clippers intolerable, an alternative tool is a nail grinder, an electric tool that sands nails down. These offer great control, but take longer than clippers and some people (and dogs) find the sounds and vibrations they produce unpleasant. Ask your veterinarian or groomer for advice about what types of nail trimmers are best for your dog and how to use them properly. If your dog finds both kinds of clippers intolerable, an alternative tool is a nail grinder, an electric tool that sands nails down. These offer great control, but take longer than clippers and some people (and dogs) find the sounds and vibrations they produce unpleasant. Ask your veterinarian or groomer for advice about what types of nail trimmers are best for your dog and how to use them properly."
71,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Helping Dogs with Sensitive Feet,"Helping Dogs with Sensitive Feet Helping Dogs with Sensitive Feet Some dogs don’t like to have their feet touched, so it’s always a good idea to get your dog used to it before you attempt to clip his nails—ideally, this should start when he’s a pup. Rub your hand up and down the leg and then gently press each individual toe, and be sure to give her lots of praise and treats! Within a week or two of daily foot massage, your dog should feel more comfortable with a nail trim. Some dogs don’t like to have their feet touched, so it’s always a good idea to get your dog used to it before you attempt to clip his nails—ideally, this should start when he’s a pup. Rub your hand up and down the leg and then gently press each individual toe, and be sure to give her lots of praise and treats! Within a week or two of daily foot massage, your dog should feel more comfortable with a nail trim. Before beginning a pup pedicure, tire your dog out with some vigorous exercise and enlist an assistant to help you hold her down. Before beginning a pup pedicure, tire your dog out with some vigorous exercise and enlist an assistant to help you hold her down."
72,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,How to Trim Your Dog’s Nails,"How to Trim Your Dog’s Nails How to Trim Your Dog’s Nails Begin by spreading each of your dog's feet to inspect for dirt and debris. Begin by spreading each of your dog's feet to inspect for dirt and debris. Take your dog’s toe and hold it firmly, but gently. Hold your trimmer so that you’re cutting the nail from top to bottom at a slight angle, not side to side, and insert a very small length of nail through the trimmer’s opening to cut off the tip of each nail. Don’t trim at a blunt angle as to maintain the existing curvature of the nail. Take your dog’s toe and hold it firmly, but gently. Hold your trimmer so that you’re cutting the nail from top to bottom at a slight angle, not side to side, and insert a very small length of nail through the trimmer’s opening to cut off the tip of each nail. Don’t trim at a blunt angle as to maintain the existing curvature of the nail. Cut a little bit of nail with each pass until you can see the beginning of a circle—still nail-colored—appear on the cut surface. The circle indicates that you are nearing the quick, a vein that runs into the nail, so it’s time to stop that nail and move on to the next. Cut a little bit of nail with each pass until you can see the beginning of a circle—still nail-colored—appear on the cut surface. The circle indicates that you are nearing the quick, a vein that runs into the nail, so it’s time to stop that nail and move on to the next. If your dog has black nails, however, the quick will not be as easily discernible, so be extra careful. If you do accidentally cut into the quick, it may bleed, in which case you can apply some styptic powder or corn starch to stop the bleeding. If your dog has black nails, however, the quick will not be as easily discernible, so be extra careful. If you do accidentally cut into the quick, it may bleed, in which case you can apply some styptic powder or corn starch to stop the bleeding. Once the nails have been cut, use an emery board to smooth any rough edges. Once the nails have been cut, use an emery board to smooth any rough edges."
73,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,What to Do if You Cut Your Dog’s Quick,"What to Do if You Cut Your Dog’s Quick What to Do if You Cut Your Dog’s Quick If you do hit the quick, your dog will probably yelp and might even struggle. This is a good time to end the session—but not before applying styptic powder or corn starch to the bleeding nail tip. Apply a little bit of pressure as you press the powder into the wound to make sure it sticks. If bleeding continues for more than a few minutes, please alert your veterinarian, who can check your dog for clotting disorders. If you do hit the quick, your dog will probably yelp and might even struggle. This is a good time to end the session—but not before applying styptic powder or corn starch to the bleeding nail tip. Apply a little bit of pressure as you press the powder into the wound to make sure it sticks. If bleeding continues for more than a few minutes, please alert your veterinarian, who can check your dog for clotting disorders."
74,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Helping Fearful Dogs,"Helping Fearful Dogs Helping Fearful Dogs Some dogs show fearful or aggressive behavior when faced with nail trimming. Watch carefully for signs of distress such as panting, drooling, trembling, whining, freezing, cowering, tail-tucking, growling, snarling or snapping. Even with the most patient and gradual of introductions, there are dogs who seem unable to get over their terror. Some dogs show fearful or aggressive behavior when faced with nail trimming. Watch carefully for signs of distress such as panting, drooling, trembling, whining, freezing, cowering, tail-tucking, growling, snarling or snapping. Even with the most patient and gradual of introductions, there are dogs who seem unable to get over their terror. If your dog falls into this category, do not force him to submit. See if his veterinarian or a professional groomer has better luck getting the job done—if not, it’s a good idea to make an appointment with a Certified Applied Animal Behaviorist (CAAB), a veterinary behaviorist (Dip ACVB) or a Certified Professional Dog Trainer (CPDT) to work on the underlying issues at hand. If your dog falls into this category, do not force him to submit. See if his veterinarian or a professional groomer has better luck getting the job done—if not, it’s a good idea to make an appointment with a Certified Applied Animal Behaviorist (CAAB), a veterinary behaviorist (Dip ACVB) or a Certified Professional Dog Trainer (CPDT) to work on the underlying issues at hand."
75,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Paw Care,"Paw Care Paw Care The pads on the bottom of your pups feet provide extra cushioning to help protect bones and joints from shock, provide insulation against extreme weather, aid walking on rough ground and protect tissue deep within the paw. It’s important to check your pet’s feet regularly to make sure they’re free of wounds, infections or foreign objects that can become lodged. The pads on the bottom of your pups feet provide extra cushioning to help protect bones and joints from shock, provide insulation against extreme weather, aid walking on rough ground and protect tissue deep within the paw. It’s important to check your pet’s feet regularly to make sure they’re free of wounds, infections or foreign objects that can become lodged. Expand to read more Expand to read more To keep them in tip-top shape, look for foxtails, pebbles, small bits of broken glass and other debris. Remove any splinters or debris gently with tweezers. Then, comb and trim the hair between the toes to be even with the pads to avoid painful matting. To keep them in tip-top shape, look for foxtails, pebbles, small bits of broken glass and other debris. Remove any splinters or debris gently with tweezers. Then, comb and trim the hair between the toes to be even with the pads to avoid painful matting."
76,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Using Moisturizer,"Using Moisturizer Using Moisturizer If your dog’s pads have become cracked and dry, ask your veterinarian for a good pad moisturizer and use as directed. Avoid human hand moisturizers, which can soften the pads and lead to injury. A paw message will relax your dog and promote better circulation. Start by rubbing between the pads on the bottom of the paw, and then rub between each toe. If your dog’s pads have become cracked and dry, ask your veterinarian for a good pad moisturizer and use as directed. Avoid human hand moisturizers, which can soften the pads and lead to injury. A paw message will relax your dog and promote better circulation. Start by rubbing between the pads on the bottom of the paw, and then rub between each toe."
77,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Treating Wounds,"Treating Wounds Treating Wounds It’s not unusual for dogs to suffer cuts or wounds from accidently stepping on glass, debris or other objects. Wounds that are smaller than a half inch in diameter can be cleaned with an antibacterial wash and wrapped with a light bandage. For deeper paw cuts, see your veterinarian for treatment. It’s not unusual for dogs to suffer cuts or wounds from accidently stepping on glass, debris or other objects. Wounds that are smaller than a half inch in diameter can be cleaned with an antibacterial wash and wrapped with a light bandage. For deeper paw cuts, see your veterinarian for treatment."
78,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Winter and Summer Paw Care,"Winter and Summer Paw Care Winter and Summer Paw Care As with humans, your dog’s paws will require different types of care depending on the season. The bitter cold of winter can cause chapping and cracking in your dog’s paws. Rock salt and chemical ice melters can cause sores, infection and blistering, and toxic chemicals can also be ingested by your dog when he licks his paws. Beat these wintertime blues by washing your dog’s paws in warm water after outdoor walks to rinse away salt and chemicals. You may wish to apply Vaseline, a great salt barrier, to your pet’s pads before each walk—or make sure your dog wears doggie booties. As with humans, your dog’s paws will require different types of care depending on the season. The bitter cold of winter can cause chapping and cracking in your dog’s paws. Rock salt and chemical ice melters can cause sores, infection and blistering, and toxic chemicals can also be ingested by your dog when he licks his paws. Beat these wintertime blues by washing your dog’s paws in warm water after outdoor walks to rinse away salt and chemicals. You may wish to apply Vaseline, a great salt barrier, to your pet’s pads before each walk—or make sure your dog wears doggie booties. During the summer, it’s important to remember your dog’s paws feel heat extremes. Just imagine stepping barefoot onto hot pavement—ouch! To prevent burns and blisters, avoid walking your dog on hot pavement or sand. Watch for blisters, loose flaps of skin and red, ulcerated patches on your pet’s pads. For minor burns, apply antibacterial wash to the paw and cover with a loose bandage. For serious burns, please visit your vet immediately. During the summer, it’s important to remember your dog’s paws feel heat extremes. Just imagine stepping barefoot onto hot pavement—ouch! To prevent burns and blisters, avoid walking your dog on hot pavement or sand. Watch for blisters, loose flaps of skin and red, ulcerated patches on your pet’s pads. For minor burns, apply antibacterial wash to the paw and cover with a loose bandage. For serious burns, please visit your vet immediately."
79,https://www.aspca.org/pet-care/dog-care/dog-grooming-tips,Dog Grooming Tips | ASPCA,Preventing Paw Problems,"Preventing Paw Problems When starting a new exercise program with your dog, start off slow. Paws may become sensitive, chaffed or cracked, particularly when starting your dog out on hikes or runs. Be sure to keep your home and yard clear of pointy bits and pieces, and avoid hazards such as broken glass and other debris when walking your dog. Always keep this simple tip in mind—if you wouldn’t like to walk barefoot on it, neither will your dog! When starting a new exercise program with your dog, start off slow. Paws may become sensitive, chaffed or cracked, particularly when starting your dog out on hikes or runs. Be sure to keep your home and yard clear of pointy bits and pieces, and avoid hazards such as broken glass and other debris when walking your dog. Always keep this simple tip in mind—if you wouldn’t like to walk barefoot on it, neither will your dog!"
1,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Basic Care,Basic Care
2,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Feeding,"Feeding We recommend purchasing high-quality, brand-name kitten or cat food. Your veterinarian will be able to assess your new cat or kitten and determine the best diet. Factors such as age, activity level and health make a difference in what and how much a cat should eat. Cats require taurine, an essential amino acid, for heart and eye health. The food you choose should be balanced for the life stage of your cat or kitten. Properly balanced foods will contain taurine. You will need to provide fresh, clean water at all times, and wash and refill your cat’s water bowls daily. Treats should be no more than 5-10% of the diet. Many people feed baby food to a cat or kitten who is refusing food or not feeling well Please read labels carefully: If the baby food contains onion or garlic powder, your pet could be poisoned. Take your pet to your veterinarian if signs of anorexia, diarrhea, vomiting or lethargy continue for more than two days. Please visit our People Foods to Avoid Feeding Your Pets page for a list of off-limits items, as well as our Cat Nutrition Tips page for more information."
3,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Grooming,"Grooming Most cats stay relatively clean and rarely need a bath, but you should brush or comb your cat regularly. Frequent brushing helps keep your cat's coat clean, reduces the amount of shedding and cuts down on the incidence of hairballs. Please visit our Cat Grooming Tips page for more information."
4,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Handling,"Handling To pick up your cat, place one hand behind the front legs and another under the hindquarters. Lift gently. Never pick up a cat by the scruff of the neck or by the front legs."
5,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Housing,"Housing Your pet should have her own clean, dry place in your home to sleep and rest. Line your cat's bed with a soft, warm blanket or towel. Be sure to wash the bedding often. Please keep your cat indoors. Outdoor cats do not live as long as indoor cats. Outdoor cats are at risk of trauma from cars, or from fights with other cats, raccoons and free-roaming dogs. Coyotes are known to eat cats. Outdoor cats are more likely to become infested with fleas or ticks, as well as contract infectious diseases."
6,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Identification,"Identification If allowed outdoors, your cat must wear a safety collar and an ID tag. A safety collar with an elastic panel will allow your cat to break loose if the collar gets caught on something. And for both indoor and outdoor cats, an ID tag or an implanted microchip can help ensure that your cat is returned if he or she becomes lost."
7,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Litter Box,"Litter Box All indoor cats need a litter box, which should be placed in a quiet, accessible location. In a multi-level home, one box per floor is recommended. Avoid moving the box unless absolutely necessary, but if you must do so, move the box just a few inches per day. Keep in mind that cats won't use a messy, smelly litter box, so scoop solid wastes out of the box at least once a day. Dump everything, wash with a mild detergent and refill at least once a week; you can do this less frequently if using clumping litter. Don't use ammonia, deodorants or scents, especially lemon, when cleaning the litter box. If your cat will not use a litterbox, please consult with your veterinarian. Sometimes refusal to use a litter box is based on a medical condition that required treatment. Please visit our Litter Box Problems page for more information."
8,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Scratching,"Scratching Cats need to scratch! When a cat scratches, the old outer nail sheath is pulled off and the sharp, smooth claws underneath are exposed. Cutting your cat’s nails every two to three weeks will keep them relatively blunt and less likely to harm the arms of both humans and furniture. Provide your cat with a sturdy scratching post, at least three feet high. The post should also be stable enough that it won't wobble during use, and should be covered with rough material such as sisal, burlap or tree bark. Many cats also like scratching pads."
9,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Health,"Health Your cat should see the veterinarian at least once a year for an examination and annual shots, and immediately if she is sick or injured."
10,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Medicines and Poisons,"Medicines and Poisons Never give your cat medication that has not been prescribed by a veterinarian. If you suspect that your animal has ingested a poisonous substance, call your veterinarian or the ASPCA Animal Poison Control Center for 24-hour animal poison information at (888) 426-4435."
11,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Spaying and Neutering,Spaying and Neutering Female cats should be spayed and male cats neutered by five months of age. Please visit our Spay/Neuter Your Pet page to learn more.
12,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Vaccinations,Vaccinations Your veterinarian will make recommendations based on your cat's age and health. Please visit our Pet Vaccinations page to learn more.
13,https://www.aspca.org/pet-care/cat-care/general-cat-care,General Cat Care | ASPCA,Cat Supply Checklist,Premium-brand cat food Food dish Water bowl Interactive toys Brush Comb Safety cat collar with ID tag Scratching post or scratching pad Litter box and litter Cat carrier Cat bed or box with warm blanket or towel
